"Electricity consumption, per capita (kWh)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Georgia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2492.0600338321,2281.89481631156,1814.60774199114,1729.28615230758,1823.08696145472,1318.82168430897,1025.60278784057,1167.20668228942,1300.01873983576,1321.96551381148,1316.06791329414,1110.14879384699,1142.46284280142,1208.89841285812,1253.9826864359,1320.62905874438,1216.35809539174,1255.9290469679,1289.19874813236
Germany,1331.88763810213,1412.58400581988,1501.11535482585,1611.6780110804,1739.05332668074,1861.48173377197,1967.97692622617,2038.4728293501,2248.15998417223,2463.03628512994,3268.39047586185,3456.72580265725,3720.8910992744,3964.07158130782,4120.31748824183,4086.87556271374,4429.57903538868,4566.93590248909,4824.03886072201,5009.16902553303,5005.7858120953,5034.10481821662,5014.17444449605,5140.38355357423,5387.81346660737,5568.81475445417,5652.40452181497,5797.70919919013,5863.14215356514,5912.26636067019,5733.92107653182,5693.68334768533,5595.77765308725,5498.99911443377,5449.33241763681,5526.8800625843,5598.20210574179,5631.07021974947,5683.85798260775,5769.93612556588,5883.347409897,6020.33095354454,6176.02170406116,6225.57938009566,6306.30284433621,6320.98732922009,6380.53841133454,6400.97752410663,6381.52826600432
Ghana,-,-,-,-,-,-,-,-,-,-,-,301.747537366941,333.282132365204,376.131504406548,383.297000705681,362.776589604516,375.073210792113,384.104454192993,316.365068276757,383.403562308781,412.942213926938,411.471901517904,375.231844880389,160.021674755058,88.3269773517541,155.267466053169,243.507311490192,271.362543222977,286.84443610959,290.11745705996,290.257105019096,299.531458749919,313.102728233601,318.437534740919,293.896775700153,346.599806769869,377.14750758843,355.634509570053,249.308222720395,326.999933395113,309.806850937283,326.540284808342,301.989786164019,218.40661324676,215.696858249176,240.676712514901,292.159898457677,244.870599997254,264.095585910941
Gibraltar,-,-,-,-,-,-,-,-,-,-,-,1469.27194553923,1420.26737782704,1427.17809336142,1455.00883239237,1497.93798291296,1515.6283674569,1522.76539792388,1622.10006901311,1640.59187369716,1676.48958368967,1650.07306151308,1810.31145413565,1843.81008695652,1844.69603461729,1935.48539688228,2002.57713897529,1914.28794215638,2101.51281692114,2283.75298391282,2516.21945755936,2627.68528761062,2871.94086993513,3007.68768131324,3188.28660436137,3394.77153284672,3410.45464544988,3475.38771031456,3610.88979651375,3782.3613686775,3771.80071071144,4087.68273716952,4258.54225301292,4465.08928571429,4671.55534796824,4985.83488739062,5157.04382698367,5257.14091607967,5643.46975216056
Greece,220.876854194074,248.078415822721,276.912464417115,311.390562672288,372.19863534494,434.915136053765,577.094962403283,687.904512862532,745.03455704392,854.388527948546,957.773388836283,1118.8696569689,1259.47612387424,1423.5821695524,1436.98779617057,1512.67332423815,1643.87473806041,1722.28838030359,1924.53287442713,1996.43019910019,2064.46172856535,2047.78177370534,2058.92479011861,2190.41941253953,2325.75557067953,2402.16488887263,2423.72062339155,2510.35454444287,2694.94021220463,2792.81207564926,2811.17875794343,2861.92792813885,2973.87412958822,3003.43130474396,3136.09129624981,3260.14435689264,3394.3101354846,3543.9325839915,3737.53060911774,3855.48816432848,4087.3489508112,4210.17383238601,4395.32157478836,4576.88727920199,4672.1594127614,4772.35407823925,4915.06072852524,5155.84149131025,5283.70497824452
Guatemala,-,-,-,-,-,-,-,-,-,-,-,133.734616848955,140.230818779237,154.946317147339,162.823652135515,172.861196612676,186.903052898543,218.679717292927,240.137770995135,263.251728204147,270.487059523488,219.095575162512,203.925918165998,200.129342769796,201.031492486834,203.565225347925,210.494159206099,227.71059097735,230.44393968599,235.611934338662,247.263009874117,253.671070162135,278.006221081333,292.944388453066,306.464292947579,318.091001036874,321.752744947492,332.27537682804,345.234609108544,384.505805727052,359.475226742026,383.208583795074,387.86260416061,507.071708666407,529.726560302968,532.97835250431,557.059209528252,571.250593338322,558.3946944699
Haiti,-,-,-,-,-,-,-,-,-,-,-,12.4670949417634,14.9016846728211,14.7614691259346,21.938271383145,26.5149291536757,26.0945001460618,30.9719237070632,35.3553706454567,37.6510230124488,43.9466929106462,54.4271961727733,54.6420388277237,54.7510859527957,54.9623677301297,56.3713803083993,55.7323087532424,53.864639589674,55.4477715622829,57.1316132096493,64.4898117089483,49.7927948660341,39.9965637596453,32.1311902323862,16.9285540782925,29.5158651430633,34.1510337291148,42.0988624504505,36.2335921556315,43.8157547049512,39.835799286698,39.0456623246582,33.6563914406694,31.4040784497413,30.726648896262,40.7627417281917,40.8089133735748,27.5252545804248,24.9343706462458
Honduras,-,-,-,-,-,-,-,-,-,-,-,123.977013055862,123.456275002985,138.435241998762,164.215410397738,171.857044870763,178.759187685709,199.038515858846,198.276203971818,223.910195840412,225.794176264132,237.726758840249,233.047014155808,242.96265187373,249.009284162299,293.931442403976,288.268299672195,335.817948068742,346.782844228589,339.729507104891,375.672410846548,358.806822064859,334.092840217539,346.932896437178,308.254326434197,358.509108513329,411.318034425346,424.585316490901,455.525097854685,454.54849648213,504.528813619133,517.208876704118,547.023803533389,557.895224007887,586.764258545366,593.725458300072,604.900020419038,655.536913715734,676.621152622476
"Hong Kong, China",-,-,-,-,-,-,-,-,-,-,-,1298.03599238623,1314.71530966786,1426.45431325072,1369.81777942402,1461.2029573684,1610.29422753431,1805.19866919737,1951.07421531869,2003.52506237702,2156.97209614663,2230.01895666937,2361.90288916326,2625.3064301884,2786.95555308546,2918.85673912247,3197.36795062086,3843.28483967259,4072.22236771435,3955.15505886971,4190.83364349145,4402.04396383866,4486.11842538616,4673.00353137773,4810.92262638596,4796.74049976652,4950.54019329228,4964.78005110286,5325.83573481748,5274.53327447867,5452.77986760218,5551.70863660847,5633.56619675988,5648.66410719473,5723.1721784796,5806.64334918273,5813.22041913241,5854.14646871846,5833.09462693321
Hungary,-,-,-,-,-,935.070449586297,1010.14186865786,1089.36169317866,1155.5595953132,1238.33120543572,1353.53706160895,1468.97564648429,1572.52246107909,1683.88514120106,1791.12674754318,1871.14350036366,1998.52205491329,2118.98976522987,2300.07758612613,2331.36503277083,2388.50833927575,2429.05637757369,2516.62795553889,2621.27692476226,2757.68958937842,2833.62228092728,2885.87924647077,3015.69244323332,3063.5151831458,3103.47516469338,3046.57331488087,2849.01723217868,2738.23220034547,2634.22065150084,2675.23807215055,2695.15671229077,2792.51559848937,2815.43001619181,2838.00361311734,2845.29041875228,2904.70505745578,3021.96921954441,3123.04768283996,3122.13635163747,3172.10304040668,3232.17289382707,3330.61521035164,3389.88628086397,3457.2019657806
Iceland,2570.68895712499,2828.82580140298,2856.82521024097,2938.83524458031,3034.74844715563,2933.62830753869,2868.46776749655,2874.54337715678,2947.18745807349,3755.85038438794,6394.95012346647,6910.77926362984,7546.45428264246,9753.87909438511,9852.04519700544,9486.59704353968,9900.34306532869,10519.2876302277,10870.2089119672,11718.6614337162,12546.0317933389,12705.7610169712,13630.8329593969,14033.8535527609,14604.0027891673,13966.7144981628,14508.8436577928,14474.804966568,15662.0218900694,15670.7239679362,15353.0117502032,14981.4175858833,14828.2365295816,15515.4803077276,15682.6118951423,15922.7540397792,15973.1348698885,17378.2713354376,20080.2561313869,23024.195542412,24594.9693819095,25326.5247250818,26196.4306495851,25913.0547920732,26402.3621779389,26287.2638733963,30060.0546448087,36061.0850823532,50083.43013533
India,-,-,-,-,-,-,-,-,-,-,-,93.3723996750902,95.555115696649,95.6120346551724,98.0867924114671,108.662059769357,117.498565290323,119.406347318612,129.296417314815,128.122455481928,131.882350162003,141.538478121387,147.105570282486,154.318228713693,168.606798430311,177.647864900662,191.344422827497,203.072079390863,220.097995602484,237.501380024331,252.408953444577,271.06981182243,283.725373302752,298.65419701459,318.75780660793,333.569201014024,334.07178699894,348.608097914494,359.982733948718,362.520885961454,364.631733706989,364.319808184918,378.770928561499,396.298769969272,417.91887130728,436.298583176103,476.570954179894,519.735021927049,534.685663543418
Indonesia,-,-,-,-,-,-,-,-,-,-,-,15.057454379562,15.8007361356178,16.0806595263577,18.3915300980338,20.8330853358097,22.6152315505975,24.9889550557689,29.2565967928489,35.4107704638115,42.4376520289806,48.7319108263285,56.8762160646394,62.435018228485,67.4039104860134,74.9447924456711,85.7037686997932,97.5151274841088,111.834815489802,128.996979169637,151.792023529412,168.963612108265,184.508575664445,201.896320121659,226.001859774896,255.495134913096,289.04761825962,323.546018727607,323.805670106161,349.900398216852,383.866625554505,405.157076032361,412.686797498342,421.718156337851,463.566273828872,490.015635273385,509.655459362598,542.475740940384,570.64494246774
Iran,-,-,-,-,-,-,-,-,-,-,-,239.736724120552,274.629681844908,335.553069130863,370.053022337406,400.56341532101,431.536898868561,456.52776543538,453.180534075616,484.022934514827,489.283057742619,502.006859098091,552.79229970707,616.909208748055,658.073970657332,687.82058578423,699.20504479587,739.836844293711,749.820276951452,801.275292838636,864.75420901608,906.752205863832,942.966243916828,1017.67417022645,1071.17629437765,1096.38529401094,1176.19352693701,1220.94383135848,1264.8150917994,1359.5722869512,1438.90629479258,1520.56974995708,1624.72120466147,1765.10103724007,1892.71003324953,2002.64334073433,2139.24584216385,2226.76578352992,2334.61433575124
Iraq,-,-,-,-,-,-,-,-,-,-,-,273.368721704108,273.865154977794,321.43971191572,340.588125730838,383.957860743003,433.08665611913,508.889255802195,604.388807236617,754.577868007646,817.35646598587,752.811718630444,916.040730900132,1049.58632747615,1219.56870682626,1269.78901744785,1303.40173468395,1289.70537421775,1306.13307223981,1290.0469444766,1257.4843523759,1122.59584218628,1350.77093624672,1366.52751813695,1416.68622454829,1426.42880973994,1369.95601018553,1367.80517896314,1363.00450832152,1323.80676280876,1286.19427643358,1287.52038457079,1314.1787546409,1080.80309721795,1245.323023638,1140.7655007462,1161.56345522147,1176.1180514449,1266.86527682878
Ireland,650.187634180791,703.387417946989,783.533236749117,823.306063157895,969.448212290503,1057.21390820584,1155.89457004161,1267.77065618427,1416.56394849785,1490.2189704676,1627.35636080133,1750.30660443877,1880.71143367279,2001.53162827021,2001.19236284489,1933.75058697636,2075.16124295186,2216.23674317675,2353.16942063971,2563.55143400036,2528.24094678036,2472.12986583028,2461.36250574713,2526.71043378995,2622.74460753755,2758.12349152542,2881.75008614602,2992.14842227182,3038.85151858568,3211.0412786064,3383.54034547631,3531.02585809162,3712.83435284158,3788.46214273678,3937.52816682436,4110.16195290947,4360.58113200698,4558.75279809055,4774.89504538705,5028.44925564132,5351.61150832478,5483.0892419215,5613.05712197631,5870.28811502889,5809.50077061476,6065.32582807976,6375.47087256153,6295.47678486164,6419.40269275254
Israel,-,-,-,-,-,-,-,-,-,-,-,2170.95320227207,2353.86412902513,2378.28935348005,2403.22442807009,2512.1969434525,2609.10043856895,2718.51638396553,2894.53680058715,2954.15395184865,2932.4552819512,2989.4855863909,3104.41905639638,3242.58684410296,3265.01141861748,3368.4879060311,3277.00697172274,3625.5545795675,3944.02753111883,4119.02559873961,4030.80652153292,3923.73084505766,4352.0001620565,4486.0681143296,4965.70008842995,5239.46722788551,5498.52510255873,5497.62161280706,5790.74067460061,6049.26898564948,6603.55106261855,6334.82328417558,6379.58995138758,6536.90508659072,6612.57044998168,6769.06779686669,6922.87532802056,7213.11001218514,7350.72921328247
Italy,933.917895676287,1000.7105448586,1084.21422530447,1210.60962180385,1282.29944651377,1374.66527965591,1485.81341636793,1589.0197356604,1703.41640263765,1805.49026164263,1927.19887329928,1987.22934441862,2108.27625112102,2246.02628184255,2312.34171085172,2255.10675666372,2459.53289606303,2535.89901719154,2630.62321160883,2765.85757803537,2830.96954333002,2821.41004160011,2859.40169170468,2842.26735948279,2997.98404157909,3068.01685421333,3162.15698699575,3328.60870891568,3498.07208855455,3654.60605237144,3783.12856452173,3867.60025778774,3932.49290391468,3935.05505890166,4050.29497235546,4160.92257411938,4196.44029902052,4318.92780533515,4434.48338200321,4539.2979536673,4730.20221108915,4802.04607616046,4882.03946453363,5025.80579279553,5091.23390911389,5179.31926892698,5312.47098570981,5320.47702083244,5320.68052492134
Jamaica,-,-,-,-,-,-,-,-,-,-,-,770.342377169026,905.742455006368,934.671006400092,970.168988569613,959.372686030883,978.432268298125,990.527917567301,916.91385084524,881.800742554633,461.317146468306,453.063513120979,473.041553594404,510.376448696672,503.25436313037,541.79155819847,530.83311595906,610.870847921823,595.757596044332,592.615711457927,702.875564009367,705.617391016784,1494.41386553032,1574.97015738144,1742.71555350192,2099.68260164761,2147.11812261316,2198.07101537504,2273.84038021486,2295.6975045446,2290.63421561044,2303.57153326776,2366.95767826202,2423.90684589539,2387.28533691202,2357.19733725215,2363.98850087958,2442.05017603481,2441.59328570246
Japan,1010.89873682505,1159.84831071743,1223.1967739045,1402.9720301029,1567.3458540537,1663.88949943374,1861.2371253529,2105.0097565314,2328.76782138117,2677.56919037329,3000.2052901964,3219.60824220332,3529.70599218442,3819.59304145444,3718.94670937432,3780.64114979096,4012.52117393808,4142.23803113506,4327.00277708568,4504.05555002207,4394.94234406171,4382.87429191797,4332.92374467956,4569.39141258457,4770.22113047863,4895.46307020779,4887.88806675552,5160.97601086728,5418.23102509522,5731.86029640761,6068.82557532234,6236.27577330525,6265.54953186446,6295.2732251244,6698.02070471279,6851.677666734,6997.50926861091,7130.84000945438,7158.89584102466,7299.54963683255,7449.8143548532,7308.36846444855,7421.93744186528,7355.06878457305,7560.23366919442,7677.52481869722,7726.48940896551,7935.13081654739,7569.38685409214
Jordan,-,-,-,-,-,-,-,-,-,-,-,51.4156684183403,55.7876385685981,65.7125723753448,69.0734826855311,189.167469050894,224.14561601406,242.605276902148,294.037494494018,351.466410190499,390.766305084088,488.200324905406,575.298323711958,665.418929421718,767.755764930537,818.718363619066,851.772892140542,941.644805290134,947.1943850602,945.188139079626,932.095912575328,865.294118133119,949.902412700596,978.531312637448,1040.09642616632,1117.17936439103,1153.85972012593,1147.7386658006,1182.68485808415,1181.33992286743,1208.76463320266,1223.10732106203,1319.51011687301,1351.09334070782,1445.76152845683,1529.51308151143,1645.36041078358,1769.13692657743,1885.41898537381
Kazakhstan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5888.01103613576,5624.30245717142,5322.11998829892,4509.18074050436,3561.353550337,3250.83154139109,2914.11611719122,2511.47622160406,2372.22252654243,2423.1018634009,2341.07274812502,2586.1253699613,2618.393464208,2777.05282268551,2856.486431589,3032.31662329733,3256.03176710095,3365.55426197924,3577.83381320584
Kenya,-,-,-,-,-,-,-,-,-,-,-,76.1761535902512,80.4642357667654,83.174358963677,85.5357471601178,88.4521120245382,91.2615117182202,96.4284608897794,99.5557720351015,102.884939189309,102.765343891807,106.502776873573,104.936646205533,103.781439871822,105.415499304766,110.47722784952,113.25781957238,120.504285246184,115.128262789016,118.537812322728,124.260255180864,125.535259505108,125.039793906918,127.629657343889,129.606301190714,131.582487630701,134.642041304719,133.020790850439,134.65912378254,125.671095775553,113.674105967153,124.319738627109,130.492169298205,136.400215801205,141.374802927248,143.71663919072,152.557935867877,155.798115241045,156.177352583163
"Korea, Dem. Rep.",-,-,-,-,-,-,-,-,-,-,-,875.574808005163,899.883427920565,925.311506261482,952.016912725146,979.968668416564,994.11565797001,1008.61504338047,1022.7472183948,1035.3822849844,1051.39835356926,1065.13597669766,1083.52014373919,1096.2465667187,1098.90077819301,1153.74454019226,1137.66906164707,1158.77350498129,1223.12175725736,1261.61030398859,1177.02057082467,1098.71477680513,941.681081048458,828.429794463238,848.563278447738,829.808900495393,759.118327562944,683.835285489693,596.194902796098,654.676328348781,669.661025138858,687.944034195299,665.19994157197,698.410393688268,723.424021082801,747.291775024259,725.3495166512,690.201879903741,738.53464501966
"Korea, Rep.",-,-,-,-,-,-,-,-,-,-,-,280.073516406654,324.786103566632,376.553547970534,433.146094776894,471.44336611774,547.226201896263,626.800694917115,738.294353710257,829.930359141046,858.800028853216,914.995648580947,963.403814270457,1068.12006464545,1164.66537593427,1243.47232661863,1366.52923278498,1541.9862193071,1768.46558635293,1936.60144078777,2202.0805038606,2409.91539365941,2631.31058121763,2884.1511248689,3272.96733700177,3607.69843310421,3990.85648021348,4349.19957536107,4153.38991447278,4561.22439282277,5557.83194990493,5904.31946605099,6271.53371448108,6599.67447089207,6979.65061028273,7353.75079139019,7603.78712285956,7977.57343522115,8271.49632225187
Kuwait,-,-,-,-,-,-,-,-,-,-,-,2181.11794321038,2257.11516579684,2350.64138577827,2436.38674000523,2533.00155329469,2436.16465509277,2631.22864155699,2839.21022360216,3337.76931570235,3158.03504094486,3561.62598764967,4040.81018020773,4030.55762404667,4288.28166130626,4522.3348129989,4803.54338337136,4600.38371926426,4663.43933653228,4721.82368645343,4482.57642000905,6858.16627902955,8290.07627838755,9468.78562960776,9730.21401587055,9385.28044037295,9645.58225475562,9752.25711688084,10562.057005343,10619.962671487,10418.520550555,10733.772349227,10999.0569914864,11307.2020707589,11406.0133799975,11717.4871127841,12461.3425444086,12195.0826142988,12618.1876148289
Kyrgyzstan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2267.61442706263,2263.09737682152,2248.23997049452,1840.11107273133,1864.49966374608,2027.62614284425,1906.09207705985,1753.72572523032,1635.42575892277,1741.34771609903,1871.27038371455,1658.42016726484,1545.09489502666,1792.45870316687,1627.39423103226,1816.78432250396,1984.47727592676,1691.96762241186,1360.55439474066
Latvia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3124.16610664554,3022.82584294243,2425.63443352859,1844.26738350584,1744.69448376323,1794.93140697297,1680.60105427153,1720.77634056619,1867.17276382588,1864.01100074071,1884.4572502565,1943.75487229416,2086.51753158377,2239.37314863085,2343.56270156692,2501.93810509567,2701.02044413965,2923.78079573061,2952.31367987234
Lebanon,-,-,-,-,-,-,-,-,-,-,-,456.340797551227,484.039084812117,532.779283606306,555.066713170521,501.678487127355,538.801958577434,579.73317174762,634.966503022302,717.681377132411,767.505317776865,830.264893806553,906.257154482396,989.888782157504,1041.20112340171,1061.31491288713,1143.11914289269,1261.97998092157,1082.25393893762,676.058323677096,425.842866207411,845.696866599357,1047.08480202137,1218.98579817363,1323.6620276433,1403.9632498314,1990.22552322719,2332.5174878177,2198.2710908527,2154.52488678806,2194.61547619979,2205.60597214711,2355.92105563682,2405.39916940808,2342.62159610592,2350.64721598278,2241.98529187801,2286.65595757302,2397.17472634303
Libya,-,-,-,-,-,-,-,-,-,-,-,163.697078196056,174.033794027777,332.186705495533,376.999161694967,474.477184439949,571.711495184085,697.462523647183,805.723771224212,949.096478662831,997.124348976386,948.339421941648,905.944431851688,869.426967359452,838.238316983547,831.618812751298,921.361921407484,1316.07999799992,1420.02407166918,1379.9878863041,1409.4919761101,1490.73685774985,1586.72121280302,1632.22490263488,1636.49346556403,1602.47925123092,1626.51230419375,1635.70187008763,1918.64158528285,1970.34947633022,1981.02293248883,1991.7338609575,2061.62180164792,2064.71914362309,2141.70089237755,3303.30751047209,3656.63153217368,3625.51776288349,2970.28678502373
Lithuania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3251.8797424297,3212.50769285623,2479.17885088634,1814.36630591889,1769.78700610604,1730.23293100975,1778.79286299217,1838.57219736424,1844.82535081701,1788.78229437899,1696.07528157253,1768.40583836454,1850.751655826,1983.45463405094,2120.72926653435,2218.31678491204,2351.85132014057,2478.18369156906,2537.47767659924
Luxembourg,4306.93272265733,4387.79276933516,4583.83351519875,4845.05584696081,5251.89864225782,5554.54413273002,5790.28718609144,5908.31438873832,6408.4514406,6899.01937777778,7204.08916957078,7597.74585280374,7952.96041546451,8467.78159509202,9642.63100971694,8668.50530714584,9190.84324324324,9164.7424540047,9374.78851146092,9594.01311294766,9817.90301866081,9216.21800766284,9306.65851831192,9600.37213878678,10226.482231784,10332.252287094,10331.9508209604,10476.5127804983,10605.5974591613,10774.6450541681,10835.8100196884,10878.8227362896,10780.1299700422,11017.2458576582,11504.0666144899,12196.3643996641,11810.1174302036,12013.6391188892,12410.3507895755,12706.6959981689,13002.1097733017,12633.2655993201,12558.1069509701,13138.2508253715,13845.4535434092,13144.4507662659,13720.4744389382,13929.3989863022,13487.8575984659
Malaysia,-,-,-,-,-,-,-,-,-,-,-,294.198685152434,326.240803841327,352.014099205028,375.580888450609,403.339712078523,437.948515540471,499.491194539111,534.630901630548,591.678357767317,631.164001036881,659.991258924187,697.332155927233,735.069572643298,781.874801416186,807.220050037864,849.211789743518,892.224727425692,968.422173773298,1050.73088920012,1139.51310492746,1250.21906532745,1408.09735876008,1519.80362174944,1777.81859889332,2001.52118319019,2190.86391819027,2549.13858607095,2710.65722289193,2633.27298340829,2808.06638446058,2926.2040241054,3039.10889176836,3179.37921459979,3284.55579049864,3371.06305996843,3468.12568333663,3600.54203960262,3677.34838571958
Malta,-,-,-,-,-,-,-,-,-,-,-,863.52753573316,936.210813010675,1053.51456322746,881.082392650932,964.052439894828,1093.24556556168,1180.7007040769,1265.73019488737,1352.31154648924,1362.87889318985,1441.19740851143,1554.87671491469,1605.24486118958,1665.16866403513,1905.02790752624,2066.00470248828,2246.52015344638,2418.38545706647,2589.6595491989,2534.51979493577,3321.25335444138,3433.27788967934,3432.97604376122,3252.67447524933,3341.07192226972,3524.67094077829,3551.98888636464,3636.47113130433,3909.94530671817,4019.21815015887,4004.56887818247,4211.52499904705,4570.91508130513,4511.32087357724,4913.89050871444,4630.85634185711,4606.68154673037,4592.77960607833
Mexico,-,-,-,-,-,-,-,-,-,-,-,476.532672941618,517.059473144379,548.42181886111,590.199666156086,617.583247120108,653.332357119332,695.137910967846,748.848433724644,793.533059453405,836.362779964423,887.292080809826,948.67914229558,938.558993341606,975.266958086838,1011.6553860062,1022.6153927154,1061.94041742985,1094.10756004733,1147.90517418701,1180.16399671516,1190.13604703134,1200.40629419495,1184.02385912529,1258.31324141734,1287.17766350436,1357.46812036228,1436.49388718799,1475.40456500912,1537.7109133571,1622.71256788231,1611.95328796091,1632.90627441606,1610.21188421357,1619.88620649581,1734.28543229181,1776.38152109095,1806.97092096513,1820.48380052276
Moldova,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2350.69015902959,2537.06302036174,2190.32634507944,1796.3981635639,1462.21607865912,1305.51042863758,1278.0527616992,1181.94642732113,982.857225946819,784.655792817754,705.666179304455,771.648742996274,887.736330227191,1043.0974915655,1038.54217798224,1109.63469894315,1152.06286243151,927.506360812041,938.397041968309
Mongolia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1302.32521763106,1382.34053925039,1374.84652377784,1399.76309723705,1384.1225255968,1282.52504579622,1097.92388656828,963.939507143283,894.959653182537,799.939524377609,804.8830588975,804.680477726605,771.34199373658,780.223094161986,748.888671482182,755.278024173006,761.588506026956,784.290925924956,835.967820846767,888.462719994882,944.183977770708,988.09403493509,1034.93524120542,1110.29575931694
Morocco,-,-,-,-,-,-,-,-,-,-,-,116.796250393312,127.568849271968,138.273369376772,143.779326684679,147.137051872477,160.922712084484,176.745969887059,190.723418555952,208.183891850861,221.671736300494,232.731019169846,244.514820486238,262.19384108204,261.223518488944,271.993338643508,285.088593031692,288.383806135162,315.828987008638,309.312203511695,331.01692622041,345.331545770616,369.200166724558,364.494497875,383.774657089615,388.128812549049,391.859810461303,404.671562254103,420.400022046644,385.144883289362,426.271882505847,439.036953947758,451.99029074349,480.185909013668,505.817657562066,538.753757542165,579.504729348548,608.572761198175,633.587029287922
Mozambique,-,-,-,-,-,-,-,-,-,-,-,47.4975089261949,46.4934621160749,52.7458607650838,62.2081600296077,51.9618649380346,57.2080742835723,52.759941077662,55.737667774853,33.8240631638627,33.9657044479381,33.6546678631336,45.2127065676043,35.0806325716099,27.0883590929509,29.0193789301646,34.4755631650237,40.8079924591714,34.0372242702127,38.6460755960766,39.1987820222489,53.9562562397462,51.6021655635998,50.7260266604021,43.2233071860165,44.4093702578675,40.8289981687692,46.926732907981,53.9392064577076,59.2312579886718,117.589052330205,268.341812563219,264.692987574822,372.17666721203,460.954092201331,471.210681175468,478.484893077771,462.500991396403,487.139563037236
Myanmar,-,-,-,-,-,-,-,-,-,-,-,17.8404734081156,19.2893731871165,20.2249056400806,20.4402919006111,23.1922145626297,25.4111692309443,27.2187284943739,28.7073619914981,30.4056941789698,31.2881081400482,29.4590484305724,31.2047568482547,31.7321786180912,34.781414027665,41.35144594462,41.2673392576114,41.5551798965504,36.9719696956941,40.919974601983,43.7598047821691,40.9735286669322,45.01810980755,49.589465072083,52.7304822532529,56.1587361588471,55.5235331775553,61.910148308586,62.0911857538168,65.8200366387274,73.1414846454125,65.5009186528215,76.420477431934,83.655535653949,84.0432579149493,77.9559077496697,93.0888285587675,84.0149876533594,98.4323150417357
Namibia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1017.2740376132,981.355352056583,1047.91063944843,925.81455496126,920.305543368708,994.281329243708,947.901165562108,1035.54430599919,1098.05077247962,1173.55858524531,1208.02750027474,1055.88905120445,1100.28319292574,1376.59541634517,1450.50559119748,1547.62320909406,1566.64432528174,1855.05060983262
Nepal,-,-,-,-,-,-,-,-,-,-,-,5.76015035564995,7.25200608768853,5.59827938285899,7.01589623892305,6.47799853819392,8.75215161234152,9.61904940990575,10.2258734002802,11.2718290913576,11.0565134551866,12.0780475415468,14.7529316016382,15.2499884411076,17.398770471402,18.9612902438183,22.0961690306839,25.2875474823605,26.2374291859768,28.0787517658834,30.7425902346091,33.2067603053241,32.9190957349696,34.1138930330956,37.0634885766041,39.0808094990906,40.8535519423125,43.0491428827814,44.8716426602016,49.0402356392368,52.596047326952,57.3182361041245,59.2981773884488,62.4980980989906,69.0170031280353,72.4209100217596,74.0398782528334,79.0058657266557,81.3856526994679
Netherlands,1182.95710430089,1239.10568290497,1337.90095266782,1446.52885358357,1568.25550501685,1692.62482590303,1854.63894241578,1998.64147957318,2233.54260225012,2444.23697817137,2675.596916439,2859.96903843145,3110.49165956107,3300.31614914985,3499.37103894485,3509.71117897192,3724.58635286948,3787.30121564379,3953.49706395047,4095.53334347351,4059.37038869262,3992.35154252242,3932.95260978361,4002.28520326818,4126.95001436198,4242.11243787686,4274.82465914647,4443.19751865597,4629.81707824744,4756.08809456481,4917.37835308942,5019.68048521792,5131.9205503747,5154.72794070184,5286.41188729985,5350.57876115835,5535.06729507041,5729.26372094549,5897.51800387522,5987.55505508277,6148.13334521007,6192.61380076535,6182.09941430878,6191.6132577151,6418.22352454459,6370.61518180933,6428.36186072295,6546.01742011596,6558.28136725335
Netherlands Antilles,-,-,-,-,-,-,-,-,-,-,-,3294.8942046306,3432.09197816557,3511.4428222077,3577.09183337819,3625.71109884959,3627.02442936241,3576.80420228171,3620.12638878314,3666.80700771175,3692.69048419442,3657.81558052348,3711.1694594564,3701.01597522666,3384.2088006712,3116.62612137347,2441.73972483833,2720.42754193013,2748.38014023322,2931.82859883814,3194.63387503443,3229.78079309982,3453.71058634806,3697.39953520895,3867.70352604005,3972.28048302281,4110.28110853264,4059.04045044293,4252.77595548752,4198.13324871266,4150.47997944169,3911.62911236135,3893.20408106115,4079.79965406565,4140.55426679992,4233.38810136481,4100.2075441065,4193.67374883654,4113.22514744546
